文件名,目录,文件类型,扩展名,大小(KB),修改时间,关联文件,图片数量,备注,完整路径,云端链接
课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,578.61,2022/8/27 16:39,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx
课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,13.65,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md
课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,docx,.docx,596.47,2022/8/27 16:39,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.docx
课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md,选择性必修三\第七章 随机变量及其分布\7.4 二项分布与超几何分布,md,.md,11.85,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.4 二项分布与超几何分布/课时21864_7.4.2超几何分布教学设计-7.4.2超几何分布【微信公众号：全都要半糖 免费分享】.md
7.5  正态分布教案.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,999.91,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5  正态分布教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5  正态分布教案.docx
7.5  正态分布教案.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,16.95,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5  正态分布教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5  正态分布教案.md
7.5 正态分布      导学案.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,1712.78,2026/2/15 15:29,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布      导学案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布      导学案.docx
7.5 正态分布      导学案.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,18.01,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布      导学案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布      导学案.md
7.5 正态分布     教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,1679.91,2026/2/15 15:20,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布     教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布     教学设计.docx
7.5 正态分布     教学设计.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,24.99,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布     教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5 正态分布     教学设计.md
7.5+正态分布（学案）-高二数学（A版2019必三）.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,170.18,2026/2/15 15:19,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5+正态分布（学案）-高二数学（A版2019必三）.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5+正态分布（学案）-高二数学（A版2019必三）.docx
7.5+正态分布（学案）-高二数学（A版2019必三）.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,12.59,2026/4/19 11:45,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5+正态分布（学案）-高二数学（A版2019必三）.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/7.5+正态分布（学案）-高二数学（A版2019必三）.md
【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.doc,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,doc,.doc,854.5,2026/2/15 16:08,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.doc
【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,812.81,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.docx
【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,18.84,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/【精品教案】2022年高中人教B版（2019）数学选择性必修第二册+4.2.5+正态分布++教案.md
正态分布教学设计.doc,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,doc,.doc,580,2026/2/15 16:09,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.doc
正态分布教学设计.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,498.17,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.docx
正态分布教学设计.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,12.2,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.md
正态分布教学设计.pdf,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,pdf,.pdf,551.6,2026/2/15 16:09,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/正态分布教学设计.pdf
课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.doc,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,doc,.doc,465.44,2022/8/27 16:39,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.doc
课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.docx,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,docx,.docx,348.78,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.docx
课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.md,选择性必修三\第七章 随机变量及其分布\7.5 正态分布,md,.md,7.28,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/选择性必修三/第七章 随机变量及其分布/7.5 正态分布/课时21866_7.5正态分布-7.5 正态分布【微信公众号：全都要半糖 免费分享】.md
